timestamp,condition_id,end_time,up_token,down_token,up_bid,up_bid_size,up_ask,up_ask_size,down_bid,down_bid_size,down_ask,down_ask_size,btc_price
2026-01-01T12:00:36Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.20733207898
2026-01-01T12:00:37Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.719249889094
2026-01-01T12:00:38Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.22968341443
2026-01-01T12:00:39Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60418.343376629986
2026-01-01T12:00:40Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60418.752327555114
2026-01-01T12:00:41Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60418.896026612565
2026-01-01T12:00:42Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.56524742015
2026-01-01T12:00:43Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.65241335416
2026-01-01T12:00:44Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.76610046516
2026-01-01T12:00:45Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60420.3440243957
2026-01-01T12:00:46Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.71789264783
2026-01-01T12:00:47Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.0710887181
2026-01-01T12:00:48Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.94761905776
2026-01-01T12:00:49Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60420.53436640535
2026-01-01T12:00:50Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60420.60000718288
2026-01-01T12:00:51Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60420.06778748682
2026-01-01T12:00:52Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.97419712487
2026-01-01T12:00:53Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.54421813739
2026-01-01T12:00:54Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60418.622430408774
2026-01-01T12:00:55Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60418.14030712317
2026-01-01T12:00:56Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60418.96779531472
2026-01-01T12:00:57Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.33759031133
2026-01-01T12:00:58Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60418.6727466811
2026-01-01T12:00:59Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.12200181988
2026-01-01T12:01:00Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60418.24329076755
2026-01-01T12:01:01Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60417.83974503732
2026-01-01T12:01:02Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60417.45054689113
2026-01-01T12:01:03Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60417.60607953459
2026-01-01T12:01:04Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60418.40181205966
2026-01-01T12:01:05Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.13536078972
2026-01-01T12:01:06Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60418.64104060423
2026-01-01T12:01:07Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.03830385097
2026-01-01T12:01:08Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60418.945735086745
2026-01-01T12:01:09Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.72639785357
2026-01-01T12:01:10Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60420.00208522045
2026-01-01T12:01:11Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60420.083815929705
2026-01-01T12:01:12Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.980562317374
2026-01-01T12:01:13Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.17753870362
2026-01-01T12:01:14Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.138669471424
2026-01-01T12:01:15Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60419.8872121143
2026-01-01T12:01:16Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60420.71663572005
2026-01-01T12:01:17Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.644557569525
2026-01-01T12:01:18Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.190482111735
2026-01-01T12:01:19Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.6596654147
2026-01-01T12:01:20Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.54630047455
2026-01-01T12:01:21Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.960165354016
2026-01-01T12:01:22Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.59786158288
2026-01-01T12:01:23Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.9104390935
2026-01-01T12:01:24Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.33856499227
2026-01-01T12:01:25Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.92659583943
2026-01-01T12:01:26Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.473372326596
2026-01-01T12:01:27Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.46057832982
2026-01-01T12:01:28Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.16579888686
2026-01-01T12:01:29Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.55780700063
2026-01-01T12:01:30Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.903085195954
2026-01-01T12:01:31Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.96125404659
2026-01-01T12:01:32Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.621984703386
2026-01-01T12:01:33Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.5260917522
2026-01-01T12:01:34Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.35316939483
2026-01-01T12:01:35Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.51158343281
2026-01-01T12:01:36Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.539060948846
2026-01-01T12:01:37Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.503134115446
2026-01-01T12:01:38Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.19043502113
2026-01-01T12:01:39Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.468698425415
2026-01-01T12:01:40Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.30815047478
2026-01-01T12:01:41Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60424.143606423466
2026-01-01T12:01:42Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60424.202679319256
2026-01-01T12:01:43Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.8607677829
2026-01-01T12:01:44Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60424.341990778215
2026-01-01T12:01:45Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60424.618494400354
2026-01-01T12:01:46Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60424.358044030654
2026-01-01T12:01:47Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60424.6646570362
2026-01-01T12:01:48Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.97060268549
2026-01-01T12:01:49Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.47285230232
2026-01-01T12:01:50Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60424.12223871883
2026-01-01T12:01:51Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60424.60177750847
2026-01-01T12:01:52Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60424.252482698605
2026-01-01T12:01:53Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.25530464676
2026-01-01T12:01:54Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.4761699949
2026-01-01T12:01:55Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.16061064767
2026-01-01T12:01:56Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.52414097163
2026-01-01T12:01:57Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.691439961454
2026-01-01T12:01:58Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.49796464614
2026-01-01T12:01:59Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.871071864174
2026-01-01T12:02:00Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.30266610149
2026-01-01T12:02:01Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.28499323405
2026-01-01T12:02:02Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.41349083258
2026-01-01T12:02:03Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.27401217397
2026-01-01T12:02:04Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.49630382597
2026-01-01T12:02:05Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.35604169782
2026-01-01T12:02:06Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.458842419735
2026-01-01T12:02:07Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.42202416976
2026-01-01T12:02:08Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.70988835439
2026-01-01T12:02:09Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.21258515722
2026-01-01T12:02:10Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.06744688443
2026-01-01T12:02:11Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.83572066222
2026-01-01T12:02:12Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.314318857425
2026-01-01T12:02:13Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60420.62631942889
2026-01-01T12:02:14Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.09751919797
2026-01-01T12:02:15Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60420.406943523274
2026-01-01T12:02:16Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60420.71880080008
2026-01-01T12:02:17Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.085631376205
2026-01-01T12:02:18Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.222825710945
2026-01-01T12:02:19Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.056942668256
2026-01-01T12:02:20Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60420.107566803395
2026-01-01T12:02:21Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60420.98252261967
2026-01-01T12:02:22Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.38925183607
2026-01-01T12:02:23Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.07928861466
2026-01-01T12:02:24Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.657489933474
2026-01-01T12:02:25Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.88180958138
2026-01-01T12:02:26Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.74678638019
2026-01-01T12:02:27Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.59471011389
2026-01-01T12:02:28Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.912588653955
2026-01-01T12:02:29Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.83933523779
2026-01-01T12:02:30Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.4937439757
2026-01-01T12:02:31Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.770600549025
2026-01-01T12:02:32Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.43114894818
2026-01-01T12:02:33Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.27180269288
2026-01-01T12:02:34Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.01422715787
2026-01-01T12:02:35Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.13856877426
2026-01-01T12:02:36Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.15329688132
2026-01-01T12:02:37Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.110418554854
2026-01-01T12:02:38Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.883698750964
2026-01-01T12:02:39Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60421.62396968236
2026-01-01T12:02:40Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.44836418565
2026-01-01T12:02:41Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.46470758623
2026-01-01T12:02:42Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.41449604612
2026-01-01T12:02:43Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.9928629419
2026-01-01T12:02:44Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.21269859522
2026-01-01T12:02:45Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.263779572655
2026-01-01T12:02:46Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60422.89638866252
2026-01-01T12:02:47Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.54966500314
2026-01-01T12:02:48Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60423.6851366653
2026-01-01T12:02:49Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60424.367022784245
2026-01-01T12:02:50Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60424.828165400046
2026-01-01T12:02:51Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60425.41342179239
2026-01-01T12:02:52Z,0xCOND0000,2026-01-01T12:05:00Z,UP0000,DN0000,0.49,500,0.51,500,0.49,500,0.51,500,60425.24585752252
